weapon1,weapon2,hypothesis,accf,cmc,n,split1,split2,split3
786750,155040,0,16.0123,1,40,n,t,n
786750,698697,0,18.8798,1,40,n,t,n
135573,119553,0,14.8919,1,33,n,n,t
350693,119553,0,15.5581,1,36,n,n,t
350693,247208,0,14.1079,0,36,n,n,t
122399,155040,0,11.3745,1,32,n,t,n
122399,698697,0,13.1437,0,32,n,t,n
122399,700473,0,13.2443,0,32,v,t,t
680968,155040,0,10.6157,1,32,t,n,n
680968,698697,0,14.7489,2,32,t,n,n
680968,700473,0,15.998,1,32,n,n,t
680968,108681,0,13.714,0,32,t,n,n
155040,700473,0,14.2887,2,34,n,t,n
155040,108681,0,10.7644,2,34,t,t,v
155040,401970,0,11.8767,1,34,t,t,v
698697,700473,0,45.4596,0,28,n,t,n
698697,108681,0,13.7144,0,28,t,t,v
698697,401970,0,14.7937,0,28,t,t,v
698697,971907,0,50.3892,0,28,t,n,n
119553,700473,0,20.1143,0,29,n,n,t
119553,108681,0,11.9891,0,29,t,n,n
119553,401970,0,9.6267,2,29,t,n,n
119553,971907,0,14.6206,0,29,t,v,t
119553,452294,0,11.7034,0,29,n,n,t
247208,700473,0,12.3339,0,28,n,n,t
247208,108681,0,13.3951,0,28,t,n,n
247208,401970,0,15.9008,1,28,t,n,n
247208,971907,0,15.4579,0,28,t,v,t
247208,452294,0,10.4998,0,28,n,n,t
247208,419117,0,9.8836,0,28,n,n,t
700473,647011,0,13.3868,0,38,v,t,t
108681,647011,0,16.6367,0,37,n,t,n
108681,565176,0,11.7572,1,37,t,n,n
401970,452294,0,11.5394,0,32,n,t,n
401970,419117,0,11.8165,0,32,n,t,n
401970,173194,0,10.06,1,32,t,t,v
971907,452294,0,13.4957,1,40,n,n,t
971907,419117,0,15.5304,3,40,n,n,t
971907,173194,0,9.0263,1,40,t,n,n
971907,494008,0,48.9931,2,40,t,v,t
452294,173194,0,10.8796,1,31,n,t,n
452294,494008,0,14.2354,1,31,n,n,t
452294,200909,0,11.2804,0,31,v,t,t
419117,173194,0,12.5257,0,40,n,t,n
419117,494008,0,14.6102,1,40,n,n,t
419117,200909,0,17.5576,1,40,v,t,t
419117,570795,0,8.107,0,40,v,t,t
647011,173194,0,15.3704,1,29,n,t,n
647011,494008,0,12.83,1,29,n,n,t
647011,200909,0,17.2855,0,29,v,t,t
647011,570795,0,11.362,0,29,v,t,t
647011,102716,0,9.0596,0,29,v,t,t
565176,173194,0,10.7952,0,34,t,n,n
565176,494008,0,18.4772,0,34,t,v,t
565176,200909,0,12.7582,0,34,n,n,t
565176,570795,0,8.5581,2,34,n,n,t
565176,102716,0,13.5855,0,34,n,n,t
565176,289907,0,13.6405,0,34,t,v,t
173194,323245,0,9.4086,1,39,t,t,v
494008,323245,0,27.4082,0,30,t,n,n
494008,630733,0,17.8097,0,30,n,n,t
200909,102716,0,12.1339,1,40,v,t,t
200909,289907,0,12.5198,0,40,n,n,t
200909,126105,0,7.1527,0,40,v,t,t
570795,102716,0,9.8718,0,29,v,t,t
570795,289907,0,9.9002,0,29,n,n,t
570795,126105,0,7.0338,0,29,v,t,t
570795,149346,0,10.4924,1,29,n,t,n
102716,126105,0,7.6276,0,29,v,t,t
102716,149346,0,13.3763,0,29,n,t,n
102716,411547,0,12.2748,0,29,n,t,n
289907,126105,0,10.1913,1,33,n,n,t
289907,149346,0,20.7019,1,33,t,n,n
289907,411547,0,19.4235,1,33,t,n,n
289907,153273,0,12.6568,1,33,n,n,t
323245,126105,0,10.2418,0,33,n,t,n
323245,149346,0,21.2075,1,33,t,t,v
323245,411547,0,14.7261,0,33,t,t,v
323245,153273,0,15.1358,0,33,n,t,n
323245,511131,0,23.0052,0,33,t,t,v
630733,126105,0,6.9551,1,36,v,t,t
630733,149346,0,19.2863,0,36,n,t,n
630733,411547,0,19.0576,1,36,n,t,n
630733,153273,0,12.8823,1,36,v,t,t
630733,511131,0,13.2505,1,36,n,t,n
630733,126395,0,10.5051,0,36,n,t,n
126105,586874,0,7.6421,0,44,n,n,t
149346,586874,0,16.828,0,27,t,n,n
149346,101711,0,14.7274,0,27,n,t,n
411547,511131,0,20.6219,0,40,t,t,v
411547,126395,0,8.5837,0,40,t,t,v
411547,179328,0,10.4807,1,40,t,n,n
153273,511131,0,12.9846,0,34,n,t,n
153273,126395,0,16.8244,1,34,n,t,n
153273,179328,0,20.726,2,34,n,n,t
153273,570700,0,19.3217,0,34,n,t,n
511131,179328,0,16.8517,0,34,t,n,n
511131,570700,0,10.0336,1,34,t,t,v
511131,131974,0,11.9128,1,34,t,t,v
126395,179328,0,9.9007,0,37,t,n,n
126395,570700,0,10.6868,0,37,t,t,v
126395,131974,0,13.2703,2,37,t,t,v
126395,951259,0,9.3556,0,37,t,t,v
586874,179328,0,9.7048,2,45,t,v,t
586874,570700,0,7.8059,1,45,t,n,n
586874,131974,0,12.6163,0,45,t,n,n
586874,951259,0,17.2149,1,45,t,n,n
586874,130710,0,40.6953,1,45,t,v,t
101711,179328,0,13.021,1,37,n,n,t
101711,570700,0,16.9798,0,37,n,t,n
101711,131974,0,12.9564,3,37,n,t,n
101711,951259,0,12.6654,0,37,n,t,n
101711,130710,0,12.6866,1,37,n,n,t
101711,234109,0,20.7035,1,37,n,t,n
179328,383480,0,10.4828,0,28,t,n,n
570700,383480,0,12.5681,1,34,t,t,v
131974,130710,0,25.3896,1,34,t,n,n
131974,234109,0,17.6535,0,34,t,t,v
951259,130710,0,15.2759,1,44,t,n,n
951259,234109,0,11.7455,2,44,t,t,v
183414,130710,0,15.1587,0,31,n,n,t
271400,162764,0,18.2238,1,28,v,t,t
271400,889531,0,13.1951,1,28,n,n,t
271400,130710,0,18.1914,0,28,n,n,t
117189,164599,0,9.5159,0,30,n,n,t
802941,889531,0,12.3326,0,32,t,n,n
802941,164599,0,6.9323,0,32,n,t,n
802941,895207,0,10.9519,0,32,t,n,n
522184,116307,0,9.5173,1,33,n,n,t
164338,105510,0,12.7192,0,29,n,n,t
162764,568993,0,15.1792,0,30,n,n,t
162764,105510,0,19.2425,1,30,n,n,t
162764,148142,0,11.6683,0,30,n,n,t
185661,105510,0,20.22,0,26,t,v,t
185661,148142,0,12.5137,0,26,t,v,t
185661,115410,0,13.8649,0,26,t,v,t
185661,889531,0,17.5893,0,26,t,v,t
116307,255305,0,8.7303,0,32,n,t,n
155749,156659,0,15.6703,0,33,t,v,t
987083,972579,0,23.3571,0,33,n,t,n
987083,171658,0,12.1153,0,33,n,t,n
159161,171658,0,11.1439,0,26,n,t,n
159161,892635,0,12.2378,0,26,n,t,n
255305,892635,0,11.8078,0,40,t,t,v
255305,462611,0,14.8072,1,40,n,t,n
142246,462611,0,14.8977,1,33,n,n,t
142246,131431,0,15.1642,0,33,n,n,t
179830,156659,0,9.2097,0,41,t,v,t
179830,168706,0,15.2854,0,41,n,n,t
180865,126156,0,14.1647,1,31,n,t,n
180865,168706,0,11.227,1,31,n,t,n
588210,126156,0,11.1778,0,40,n,t,n
588210,972579,0,12.7715,1,40,t,t,v
588210,168706,0,12.6906,2,40,n,t,n
156659,168706,0,17.5452,2,34,n,n,t
171658,438763,0,10.0046,0,42,n,t,n
462611,135298,0,27.9963,1,38,n,t,n
131431,286121,0,12.7932,0,39,n,n,t
168706,460187,0,8.2019,0,32,n,n,t
438763,816547,0,17.138,0,33,n,n,t
107045,856612,0,8.6356,0,36,n,t,n
135298,100702,0,22.212,2,31,n,t,n
286121,100702,0,29.036,1,35,n,n,t
286121,116078,0,7.8201,0,35,t,v,t
483190,177901,0,12.2368,0,26,n,t,n
460187,169437,0,9.2916,2,29,t,v,t
460187,177901,0,8.8873,1,29,t,n,n
460187,329251,0,9.3416,0,29,n,n,t
135369,816547,0,14.3987,2,28,t,n,n
135369,329251,0,11.2811,0,28,n,t,n
170456,856612,0,10.6539,3,27,n,n,t
170456,132505,0,19.0708,0,27,t,v,t
169437,132505,0,12.1591,0,29,t,v,t
100702,166107,0,16.8218,0,36,v,t,t
116078,131562,0,20.7164,2,33,t,v,t
116078,871153,0,6.4586,0,33,t,n,n
177901,170088,0,26.5273,0,31,t,n,n
329251,139918,0,13.9389,1,26,n,t,n
132505,117428,0,11.0608,1,25,n,n,t
166107,860467,0,7.5883,2,36,n,n,t
166107,176067,0,17.3247,0,36,v,t,t
131562,176067,0,16.8252,1,36,n,n,t
131562,136572,0,22.1285,0,36,t,n,n
871153,136572,0,16.1727,0,24,t,t,v
871153,342330,0,15.3518,0,24,n,t,n
170088,112220,0,13.3892,0,40,t,n,n
139918,112220,0,11.5466,0,26,t,t,v
139918,143085,0,20.4711,1,26,t,n,n
963836,112220,0,11.812,0,28,n,t,n
963836,136598,0,12.387,0,28,n,t,n
117428,136598,0,9.5771,1,32,n,t,n
264822,176067,0,21.361,0,26,n,n,t
264822,136572,0,20.314,0,26,t,n,n
264822,139551,0,13.444,0,26,n,n,t
860467,139551,0,11.4097,0,34,n,n,t
342330,182600,0,12.1306,0,36,n,n,t
112220,121907,0,10.1786,0,31,t,n,n
143085,511501,0,15.1787,0,32,t,v,t
136598,181317,0,10.4147,0,34,t,n,n
139551,170589,0,21.9861,0,31,v,t,t
457504,316776,0,16.0608,0,28,t,v,t
457504,474522,0,27.0445,2,28,t,v,t
182600,474522,0,18.6755,0,33,t,v,t
182600,132146,0,16.0634,1,33,t,v,t
121907,132146,0,15.4792,1,32,t,v,t
121907,113135,0,10.2403,0,32,n,n,t
511501,113135,0,15.5938,0,32,n,n,t
511501,967684,0,11.2393,0,32,t,n,n
184134,967684,0,11.9834,0,24,n,t,n
184134,137022,0,14.0865,0,24,n,t,n
181317,137022,0,25.2702,0,38,t,n,n
181317,159557,0,11.6489,0,38,t,v,t
170589,159557,0,13.7326,0,34,n,n,t
170589,532700,0,19.2957,0,34,n,n,t
316776,882875,0,8.9862,0,41,t,v,t
132146,548480,0,9.8033,0,39,t,n,n
137022,120107,0,20.6935,1,34,t,t,v
159557,120107,0,10.7867,0,30,t,n,n
159557,761302,0,12.4442,0,30,t,n,n
532700,150422,0,20.04,1,28,t,v,t
882875,162877,0,17.3885,1,36,t,n,n
548480,684201,0,11.2279,1,32,t,n,n
163624,196868,0,11.3029,0,30,t,n,n
163624,388541,0,14.9297,2,30,t,n,n
129959,388541,0,10.3646,0,29,t,v,t
129959,129620,0,17.8898,1,29,n,n,t
120107,129620,0,19.0012,0,26,n,t,n
120107,869719,0,13.6695,0,26,n,t,n
761302,869719,0,13.7716,0,28,n,t,n
761302,161035,0,12.3359,0,28,t,t,v
150422,161035,0,16.2031,1,26,t,n,n
150422,314790,0,16.1947,1,26,n,n,t
162877,314790,0,14.5685,0,31,n,t,n
162877,107935,0,15.1816,1,31,t,n,n
388541,692417,0,13.7241,3,40,n,n,t
129620,805904,0,20.5292,2,33,n,n,t
869719,941546,0,10.0995,0,34,v,t,t
161035,128177,0,12.1504,1,33,t,n,n
314790,901422,0,12.2562,2,36,n,t,n
107935,790992,0,7.6747,1,38,n,n,t
335434,338475,0,8.3732,1,36,v,t,t
692417,588899,0,16.2677,1,36,n,n,t
805904,172408,0,15.4544,0,26,t,n,n
941546,323118,0,10.9341,1,37,v,t,t
941546,129054,0,7.2794,1,37,v,t,t
128177,129054,0,12.7093,1,31,n,n,t
128177,177835,0,14.2517,1,31,n,n,t
901422,177835,0,21.8846,4,34,n,t,n
901422,415205,0,12.2797,1,34,n,t,n
790992,415205,0,12.219,0,30,v,t,t
338475,833407,0,8.8637,1,39,n,t,n
588899,122330,0,10.5791,0,37,t,v,t
172408,463623,0,9.108,0,36,t,t,v
323118,175269,0,11.1031,1,27,n,t,n
129054,706847,0,12.7771,0,28,n,t,n
177835,972208,0,25.2915,2,29,n,t,n
415205,172538,0,18.9836,2,36,n,t,n
833407,101571,0,26.1136,0,33,n,t,n
122330,117186,0,17.7447,0,30,t,n,n
463623,528461,0,8.5392,0,29,n,t,n
175269,159141,0,14.6822,0,33,t,t,v
706847,136953,0,10.9253,0,35,t,n,n
972208,125476,0,20.1194,1,49,t,t,v
172538,108074,0,12.1897,2,36,t,t,v
101571,610855,0,25.7738,1,30,n,t,n
117186,637295,0,12.2309,0,28,t,n,n
528461,174072,0,13.4398,0,30,v,t,t
159141,141753,0,12.7761,1,41,n,t,n
136953,130808,0,11.6599,0,26,t,n,n
125476,522495,0,12.6217,1,38,t,t,v
108074,122341,0,15.4003,0,40,t,t,v
610855,900158,0,11.7588,0,34,t,t,v
637295,171118,0,14.3656,0,27,t,n,n
174072,130557,0,16.3278,0,44,n,t,n
141753,217092,0,16.517,1,35,n,t,n
130808,282725,0,10.4622,2,39,t,n,n
522495,452304,0,12.3573,1,31,t,t,v
122341,122577,0,19.6529,0,32,t,n,n
900158,150482,0,13.1371,0,40,t,t,v
130557,118910,0,26.1018,2,31,n,t,n
217092,116788,0,9.7105,0,28,t,n,n
282725,276592,0,12.731,0,35,n,n,t
452304,142253,0,11.288,0,24,t,n,n
122577,120210,0,12.0592,0,28,t,n,n
150482,184073,0,13.3797,0,42,n,t,n
105732,155249,0,12.9965,1,32,n,n,t
118910,785730,0,23.9149,1,38,v,t,t
116788,551418,0,18.6818,1,42,n,n,t
276592,166079,0,10.0853,1,38,n,t,n
142253,175626,0,12.4499,0,31,n,n,t
120210,291014,0,15.8402,3,38,t,n,n
184073,786750,0,18.6511,1,33,v,t,t
155249,135573,0,14.1946,0,29,v,t,t
785730,350693,0,24.381,0,33,v,t,t
551418,122399,0,10.4532,0,34,v,t,t
166079,680968,0,20.3287,2,45,t,n,n
175626,155040,0,14.9045,0,23,n,t,n
291014,698697,0,21.214,0,28,t,n,n
786750,119553,0,10.303,0,40,n,n,t
135573,247208,0,10.1112,0,33,n,n,t
350693,700473,0,15.9753,1,36,v,t,t
122399,108681,0,16.7044,0,32,n,t,n
680968,401970,0,14.6553,0,32,t,n,n
155040,971907,0,14.8585,0,34,t,n,n
698697,452294,0,13.676,0,28,n,t,n
